dsr1,dr1r2,Pr2,msr1,msr2,mr1d,mr2d,mr1r2,zeta,minPr1,minDsr2
0.90376,0.46419,0.5078,2,3,1,1,3,0.27531,0.0109,0.762
0.20733,0.70793,0.74123,2,2,2,3,1,0.26321,0.9998,0.019
0.849,0.33609,0.64426,3,3,3,3,1,0.22094,0.0065,0.181
0.91993,0.81855,0.37865,1,1,2,3,2,0.18071,0.056,0.002
0.89941,0.88095,0.48504,3,2,1,1,3,0.13744,0.023,0.787
0.45697,0.65971,0.35521,2,3,3,3,3,0.24229,0.1682,0.16
0.66788,0.92172,0.68933,3,3,3,3,2,0.38139,0.078,0.184
0.95145,0.38279,0.96861,2,1,2,1,2,0.43031,0.001,0.178
0.63256,0.55337,0.51326,1,3,1,1,2,0.49933,0.1726,0.321
0.091748,0.63723,0.93029,3,3,2,2,1,0.22355,0.9998,0.117
0.9302,0.53622,0.27117,1,1,3,2,3,0.26306,0.001,0.055
0.26971,0.98876,0.21299,2,2,1,2,2,0.12498,0.9998,0.183
0.71328,0.93568,0.44461,3,3,2,2,1,0.38723,0.0582,0.388
0.46599,0.70306,0.85437,2,1,2,2,1,0.01434,0.9998,0.007
0.25003,0.98276,0.77188,3,1,3,3,1,0.42393,0.8975,0.001
0.94749,0.65451,0.44325,2,3,2,2,3,0.048211,0.0043,0.699
0.11732,0.99403,0.65388,2,3,2,2,1,0.31809,0.9998,0.174
0.86696,0.92165,0.98138,3,1,2,1,1,0.4491,0.001,0.255
0.6084,0.837,0.94128,1,1,3,2,3,0.33201,0.0417,0.008
0.70195,0.45917,0.91843,3,1,1,3,3,0.23398,0.9998,0.001
0.061727,0.49709,0.46048,2,2,3,1,3,0.40893,0.023,0.428
0.82531,0.90059,0.76851,1,1,3,2,1,0.44468,0.0032,0.02
0.58322,0.80497,0.52365,3,2,2,2,2,0.15105,0.1517,0.191
0.14466,0.90235,0.56474,2,2,1,2,1,0.050277,0.9998,0.157
0.95258,0.8134,0.089916,2,2,3,3,1,0.18168,0.001,0.346
0.090566,0.76963,0.030779,2,3,3,2,2,0.27894,0.0549,0.601
0.21935,0.69794,0.35193,3,1,1,3,2,0.021857,0.9998,0.001
0.38023,0.95656,0.034711,3,1,1,1,1,0.18908,0.078,0.475
0.36938,0.9393,0.63757,1,1,3,3,2,0.23515,0.6962,0.001
0.81252,0.72667,0.90032,3,1,3,3,3,0.013747,0.078,0.001
0.49716,0.72794,0.11098,1,3,2,2,2,0.11824,0.1176,0.503
0.18239,0.94535,0.94529,1,3,2,2,1,0.27799,0.9998,0.16
0.16829,0.67989,0.10531,2,2,1,3,1,0.019544,0.9998,0.141
0.2304,0.52485,0.40938,1,3,3,2,1,0.053277,0.1044,0.38
0.012368,0.70855,0.69575,3,3,3,3,3,0.0030032,0.9998,0.294
0.82791,0.94822,0.53924,2,3,1,2,2,0.23467,0.9998,0.209
0.72134,0.79997,0.68528,2,3,1,1,3,0.18144,0.1803,0.636
0.22648,0.55579,0.58031,1,3,1,3,2,0.22133,0.9998,0.063
0.9764,0.57467,0.33005,2,2,2,3,2,0.25136,0.001,0.198
0.83906,0.3242,0.071833,3,2,3,1,3,0.042103,0.001,0.9
0.71078,0.46426,0.78543,1,1,1,3,3,0.39925,0.9998,0.001
0.55601,0.58562,0.96808,1,2,2,3,2,0.3489,0.9998,0.012
0.065075,0.48744,0.35577,3,1,3,1,2,0.026861,0.0252,0.297
0.23118,0.3449,0.50411,2,2,3,1,1,0.11689,0.0142,0.502
0.65163,0.3508,0.12502,3,2,2,3,2,0.0888,0.1924,0.072
0.040505,0.96153,0.94406,1,3,3,3,3,0.045118,0.9998,0.167
0.62466,0.37578,0.36641,1,2,1,2,3,0.049264,0.9998,0.079
0.93667,0.34626,0.72965,3,3,2,1,3,0.40174,0.001,0.875
0.12163,0.79317,0.80796,1,2,3,1,3,0.2605,0.0285,0.617
0.98443,0.50305,0.077396,2,3,3,1,1,0.17967,0.001,0.9
0.70305,0.94589,0.30523,1,2,2,2,2,0.2682,0.0395,0.311
0.27579,0.4275,0.3493,3,3,3,3,3,0.46265,0.3992,0.06
0.73232,0.62858,0.36089,2,2,2,1,3,0.42016,0.0032,0.773
0.74462,0.86169,0.68813,1,2,2,1,2,0.17577,0.0076,0.812
0.67644,0.62987,0.7522,2,1,3,2,1,0.14502,0.0186,0.014
0.22385,0.90801,0.20206,3,3,2,1,1,0.017023,0.2848,0.9
0.3664,0.44275,0.83181,3,1,3,3,2,0.27894,0.3816,0.001
0.98687,0.31018,0.2306,3,3,3,2,3,0.16549,0.001,0.641
0.085768,0.97728,0.25765,1,2,1,3,2,0.024525,0.9998,0.124
0.55307,0.89949,0.23866,1,2,2,1,2,0.18075,0.0186,0.824
0.57247,0.86388,0.56831,2,3,1,1,3,0.42913,0.3244,0.439
0.86124,0.8155,0.36524,2,3,3,2,2,0.46953,0.0021,0.654
0.36265,0.63637,0.023212,3,1,3,1,2,0.083974,0.0054,0.681
0.35354,0.44692,0.66734,3,2,3,3,3,0.32683,0.7853,0.013
0.47382,0.72717,0.75955,3,2,2,2,1,0.17526,0.463,0.094
0.67923,0.45377,0.65516,3,1,2,2,3,0.34017,0.7875,0.001
0.62233,0.50212,0.03887,1,1,2,2,1,0.2174,0.0087,0.158
0.49117,0.31378,0.88186,1,1,3,2,2,0.16071,0.1242,0.002
0.80885,0.32743,0.20481,2,3,3,3,2,0.34071,0.0054,0.242
0.20432,0.92123,0.32736,2,3,2,3,1,0.09915,0.9998,0.158
0.66665,0.72239,0.37017,1,2,1,3,2,0.26649,0.9998,0.031
0.68878,0.85118,0.7995,1,1,3,2,2,0.46704,0.0175,0.011
0.90741,0.67892,0.14914,3,3,1,3,2,0.4339,0.9998,0.094
0.88754,0.54736,0.538,3,3,1,1,3,0.20088,0.0219,0.782
0.10028,0.71015,0.0054709,1,3,1,2,1,0.11872,0.6005,0.523
0.0044796,0.45051,0.27353,3,3,1,1,3,0.35181,0.9998,0.184
0.7425,0.73099,0.28515,3,2,2,3,2,0.061329,0.2606,0.102
0.052278,0.49663,0.76597,2,2,1,2,1,0.18339,0.9998,0.045
0.88354,0.96185,0.95139,1,2,2,2,3,0.011558,0.0263,0.36
0.28517,0.46007,0.55553,2,3,3,1,1,0.23491,0.0142,0.693
0.45609,0.47837,0.26593,1,3,3,1,1,0.4954,0.0054,0.76
0.13771,0.71232,0.68536,2,3,1,1,3,0.47032,0.9998,0.234
0.89935,0.62014,0.1669,3,1,3,2,2,0.17223,0.001,0.09
0.77922,0.66457,0.022422,1,1,1,2,3,0.29975,0.0318,0.18
0.83077,0.74019,0.78779,2,3,3,2,3,0.49142,0.0032,0.55
0.81126,0.62167,0.62562,1,2,2,3,1,0.3936,0.5037,0.02
0.77767,0.59346,0.66385,3,3,3,3,2,0.09772,0.0274,0.262
0.92662,0.67141,0.86027,1,3,3,3,1,0.13647,0.0021,0.364
0.95539,0.60642,0.87242,3,2,2,1,2,0.3507,0.001,0.8
0.24488,0.8674,0.31718,2,2,2,1,2,0.28067,0.0472,0.638
0.12847,0.31796,0.42208,1,3,1,1,2,0.4262,0.9998,0.106
0.49844,0.69592,0.44303,1,1,1,1,2,0.20919,0.9998,0.044
0.39689,0.40362,0.15922,3,2,2,2,2,0.010368,0.1682,0.32
0.65374,0.71507,0.72071,2,2,2,1,3,0.19849,0.0109,0.735
0.72337,0.74735,0.5459,1,2,3,2,3,0.063765,0.0087,0.388
0.55262,0.47156,0.17604,1,2,2,3,1,0.46375,0.9998,0.021
0.86418,0.55216,0.93205,1,3,2,1,2,0.37642,0.0021,0.9
0.24416,0.52136,0.7073,2,3,2,2,3,0.26465,0.9998,0.106
0.12471,0.86726,0.44232,3,2,2,3,2,0.21451,0.9998,0.038
0.34697,0.79869,0.21598,1,1,2,2,3,0.30716,0.6632,0.009
0.72781,0.95467,0.26352,2,2,3,3,2,0.094643,0.0219,0.209
0.066848,0.44011,0.91716,1,1,1,3,1,0.1501,0.9998,0.001
0.37064,0.65409,0.45606,2,3,2,2,1,0.46352,0.441,0.139
0.014494,0.68157,0.37202,3,3,1,1,2,0.47343,0.9998,0.232
0.18139,0.44749,0.17833,3,1,1,2,2,0.49452,0.9998,0.003
0.16933,0.85604,0.37633,2,3,1,3,3,0.25202,0.9998,0.112
0.56556,0.78648,0.75089,1,3,3,1,1,0.34316,0.0076,0.9
0.56509,0.54392,0.96584,2,2,3,1,2,0.24851,0.0043,0.694
0.74444,0.90758,0.2487,3,2,3,2,3,0.46634,0.0043,0.418
0.54227,0.66338,0.14156,1,3,1,1,3,0.033448,0.3992,0.788
0.54619,0.92498,0.80275,1,2,2,3,3,0.071683,0.9998,0.046
0.63788,0.67158,0.13306,2,1,2,1,3,0.13681,0.0043,0.465
0.92693,0.87109,0.83133,3,2,2,1,1,0.4637,0.001,0.819
0.51169,0.56379,0.5817,3,3,1,2,3,0.038537,0.9998,0.237
0.94547,0.84144,0.77887,2,3,2,1,1,0.27439,0.001,0.9
0.78957,0.50346,0.11011,3,2,3,2,1,0.4423,0.001,0.48
0.8544,0.93716,0.66848,2,2,1,1,3,0.39078,0.0285,0.632
0.73145,0.61118,0.8658,3,1,3,1,3,0.38621,0.001,0.249
0.32714,0.87756,0.74265,1,2,1,1,2,0.0037572,0.9998,0.747
0.43004,0.61457,0.071806,3,1,2,3,1,0.24453,0.9998,0.003
0.477,0.56439,0.99929,1,3,1,2,2,0.3247,0.9998,0.095
0.28461,0.70527,0.9927,1,1,2,2,3,0.46688,0.9998,0.001
0.73632,0.57415,0.78271,2,3,3,3,1,0.010673,0.0648,0.319
0.69837,0.52079,0.89751,1,1,1,1,1,0.30523,0.9998,0.017
0.35261,0.70011,0.69372,1,3,2,1,1,0.22926,0.0483,0.69
0.65857,0.41265,0.70265,1,3,3,2,1,0.28887,0.012,0.309
0.46757,0.8691,0.31152,1,1,1,2,1,0.092075,0.9998,0.011
0.37375,0.87779,0.48459,2,1,1,1,2,0.43449,0.9998,0.04
0.30286,0.53625,0.49926,2,3,1,2,3,0.15148,0.9998,0.147
0.65882,0.34951,0.88229,1,2,2,1,2,0.35446,0.0054,0.45
0.7911,0.4358,0.85187,2,3,1,1,1,0.49956,0.0527,0.329
0.74428,0.47354,0.81249,2,2,3,2,2,0.23012,0.0054,0.239
0.61246,0.45318,0.76485,3,2,2,3,1,0.36532,0.9998,0.01
0.77244,0.69831,0.50714,3,2,1,1,2,0.46769,0.045,0.437
0.35105,0.92222,0.050381,2,3,2,3,2,0.24227,0.4421,0.28
0.25009,0.61201,0.18848,3,2,2,2,1,0.32324,0.3178,0.115
0.61785,0.68075,0.032246,1,1,1,3,3,0.28573,0.9998,0.011
0.81055,0.52557,0.65747,3,3,2,3,3,0.054977,0.3585,0.138
0.13791,0.43153,0.15287,3,2,1,1,1,0.13895,0.782,0.193
0.54942,0.88499,0.457,3,1,2,1,2,0.3274,0.012,0.262
0.49174,0.42757,0.8938,3,3,2,1,2,0.07656,0.0307,0.734
0.91288,0.58144,0.93172,2,3,2,1,3,0.33626,0.001,0.9
0.61331,0.54682,0.62332,3,3,2,1,3,0.23724,0.0142,0.808
0.61906,0.60127,0.20701,2,2,3,1,2,0.32,0.0032,0.823
0.7828,0.61525,0.15813,1,3,3,1,2,0.46202,0.0021,0.9
0.83457,0.58076,0.50524,3,2,3,3,3,0.32319,0.0065,0.111
0.078827,0.43667,0.75259,3,3,3,2,3,0.26528,0.2144,0.148
0.61337,0.66002,0.67043,3,2,3,1,3,0.46001,0.0032,0.733
0.58192,0.92556,0.61306,1,1,3,1,3,0.41702,0.0032,0.282
0.60229,0.60321,0.34452,3,1,3,1,3,0.026708,0.0032,0.389
0.95403,0.91469,0.56165,1,1,3,3,1,0.073095,0.0021,0.002
0.098422,0.4012,0.32232,3,1,2,1,1,0.40069,0.1066,0.048
0.52334,0.3896,0.048054,3,2,3,2,1,0.11103,0.0076,0.471
0.28242,0.63604,0.68417,1,2,2,1,2,0.099016,0.0549,0.588
0.37814,0.83476,0.055384,1,3,2,2,2,0.19116,0.1264,0.537
0.71926,0.85246,0.87869,2,3,2,2,1,0.33432,0.0868,0.297
0.78994,0.76636,0.057017,1,2,2,3,3,0.032281,0.0373,0.365
0.36046,0.76668,0.42764,1,2,1,2,2,0.42255,0.9998,0.067
0.4192,0.67551,0.46699,1,3,3,1,3,0.14001,0.0186,0.9
0.76644,0.40742,0.84981,3,1,2,1,3,0.1459,0.0021,0.223
0.84823,0.40912,0.69521,3,2,3,1,3,0.3118,0.001,0.752
0.86688,0.96859,0.52412,1,2,2,1,2,0.39061,0.0021,0.844
0.90997,0.94726,0.94203,1,1,1,3,1,0.2267,0.9998,0.001
0.16303,0.58081,0.70735,1,1,2,1,3,0.20329,0.1033,0.08
0.95225,0.82098,0.7224,3,3,3,3,2,0.062824,0.001,0.407
0.95981,0.59646,0.16476,2,1,1,3,2,0.13081,0.9998,0.001
0.99696,0.59031,0.51269,1,1,1,3,2,0.075934,0.2177,0.001
0.78763,0.47024,0.91671,2,3,1,1,2,0.28927,0.0648,0.44
0.33919,0.40426,0.36077,3,1,2,1,3,0.0063782,0.0362,0.325
0.38398,0.64131,0.61552,1,2,3,3,1,0.056729,0.4531,0.048
0.96326,0.41388,0.56945,1,3,2,1,2,0.35023,0.001,0.9
0.364,0.67425,0.70127,3,3,1,1,2,0.16915,0.9998,0.323
0.42541,0.63096,0.95587,3,2,3,2,1,0.28569,0.0626,0.124
0.58165,0.74869,0.55266,1,3,2,1,2,0.0119,0.1242,0.9
0.88877,0.70232,0.24945,2,1,3,2,2,0.21936,0.001,0.065
0.67614,0.56843,0.8717,2,2,2,3,3,0.088959,0.9998,0.023
0.23711,0.79336,0.76623,1,1,1,3,2,0.26872,0.9998,0.001
0.35863,0.91162,0.15809,1,1,1,3,3,0.40754,0.9998,0.001
0.58212,0.39282,0.69078,1,1,1,3,3,0.0094687,0.9998,0.001
0.43836,0.47257,0.86752,1,3,1,3,2,0.19467,0.9998,0.049
0.30575,0.87505,0.52025,1,1,3,3,1,0.36797,0.7215,0.001
0.41835,0.3222,0.42689,2,1,1,1,1,0.026727,0.9998,0.041
0.093317,0.91001,0.3498,3,3,2,3,1,0.33104,0.9998,0.099
0.62541,0.4957,0.49954,2,1,2,1,3,0.34965,0.0065,0.181
0.95132,0.67888,0.14053,3,2,1,3,1,0.45677,0.9998,0.037
0.86217,0.46442,0.35908,1,1,1,3,3,0.25073,0.9998,0.001
0.033477,0.84868,0.79388,2,2,3,1,1,0.32665,0.034,0.563
0.76709,0.73114,0.57739,3,1,3,2,1,0.25349,0.0054,0.024
0.0049656,0.53593,0.45739,3,2,3,1,3,0.14474,0.0318,0.575
0.38863,0.90704,0.18136,3,1,3,3,3,0.10627,0.276,0.004
0.44393,0.73103,0.1672,3,2,2,3,3,0.32439,0.9998,0.046
0.99059,0.52299,0.17149,1,2,2,3,1,0.39598,0.001,0.231
0.014835,0.49995,0.007368,1,3,3,1,1,0.38101,0.0142,0.871
0.73715,0.53629,0.68184,3,3,1,2,1,0.16099,0.9998,0.119
0.55456,0.99726,0.38178,1,2,1,3,3,0.42579,0.9998,0.036
0.67931,0.5407,0.48076,3,1,1,1,3,0.24717,0.4223,0.041
0.79831,0.97908,0.53188,2,2,3,1,3,0.20052,0.001,0.871
0.44525,0.64262,0.97281,3,1,2,1,1,0.32317,0.0329,0.103
0.24041,0.41289,0.96132,3,3,3,1,3,0.23188,0.0186,0.619
0.38648,0.75976,0.34195,1,3,1,3,3,0.10879,0.9998,0.139
0.61148,0.99588,0.33345,3,1,3,2,1,0.22406,0.0153,0.041
0.11542,0.39486,0.94936,2,1,2,2,1,0.27396,0.9998,0.001
0.43513,0.78184,0.8828,1,3,2,3,1,0.23286,0.9998,0.071
0.23381,0.8686,0.14171,1,3,1,1,3,0.39402,0.485,0.468
0.42683,0.51988,0.94188,2,1,2,1,2,0.12309,0.034,0.122
0.39379,0.63983,0.49682,3,1,3,2,2,0.40062,0.1066,0.006
0.68958,0.59766,0.2387,2,2,2,2,2,0.38722,0.0285,0.224
0.79813,0.76604,0.25335,1,2,2,2,3,0.17463,0.0142,0.392
0.17312,0.45044,0.84538,2,3,2,2,3,0.21661,0.9998,0.095
0.9336,0.61215,0.26317,3,3,3,1,2,0.36855,0.001,0.9
0.84526,0.52037,0.94132,2,2,2,1,1,0.33413,0.001,0.77
0.14976,0.86078,0.96538,1,3,2,3,1,0.46069,0.9998,0.057
0.14044,0.80055,0.9456,3,2,1,3,1,0.37246,0.9998,0.016
0.9028,0.38498,0.079647,2,1,2,2,3,0.27078,0.001,0.124
0.21978,0.98606,0.092657,3,1,3,1,1,0.36082,0.0098,0.468
0.41239,0.30767,0.38194,3,2,3,3,2,0.022443,0.2419,0.052
0.53391,0.95854,0.038341,3,1,1,3,2,0.087036,0.9998,0.025
0.7667,0.51452,0.19702,1,3,1,2,3,0.25068,0.9998,0.144
0.87222,0.33418,0.070446,1,2,2,1,3,0.18516,0.001,0.884
0.42041,0.65141,0.3502,1,1,1,3,2,0.064438,0.9998,0.001
0.00506,0.39317,0.53671,2,2,2,2,1,0.078509,0.9998,0.056
0.20112,0.52824,0.843,2,3,3,3,3,0.03368,0.9998,0.108
0.83686,0.5079,0.8969,3,3,2,2,1,0.15325,0.0208,0.366
0.27881,0.87444,0.9979,2,3,2,2,3,0.37589,0.9998,0.145
0.15801,0.89292,0.98135,3,3,2,3,3,0.24342,0.9998,0.086
0.71454,0.81941,0.28224,3,2,3,3,3,0.43509,0.0197,0.131
0.99826,0.76499,0.095399,1,2,3,3,2,0.34744,0.001,0.325
0.09033,0.68264,0.4331,2,2,1,3,1,0.26463,0.9998,0.025
0.32033,0.37212,0.56046,3,1,1,1,2,0.21441,0.9998,0.016
0.42928,0.517,0.72968,3,2,3,2,1,0.098629,0.0505,0.176
0.64412,0.6884,0.91932,1,1,1,2,1,0.26703,0.9998,0.002
0.22468,0.57304,0.43088,1,1,3,3,2,0.036599,0.9998,0.001
0.072592,0.60636,0.88903,3,1,3,3,1,0.28956,0.9998,0.001
0.62638,0.44816,0.042016,3,2,1,3,2,0.045792,0.9998,0.117
0.07684,0.46495,0.15914,2,2,2,3,1,0.35856,0.9998,0.025
0.58884,0.67117,0.3434,3,2,1,2,1,0.35771,0.9998,0.064
0.69698,0.57971,0.22083,2,2,2,1,1,0.05596,0.0087,0.866
0.80251,0.81825,0.38608,2,1,2,1,1,0.49302,0.001,0.344
0.10912,0.37595,0.20277,2,2,3,3,2,0.35246,0.54,0.023
0.11571,0.46132,0.314,3,3,2,3,2,0.15657,0.9998,0.074
0.45085,0.884,0.47304,3,1,3,2,2,0.36441,0.0593,0.014
0.043829,0.45961,0.82973,2,1,2,2,3,0.23651,0.9998,0.001
0.84261,0.69997,0.37477,2,2,2,2,1,0.047869,0.0131,0.411
0.12446,0.97632,0.603,2,1,1,3,3,0.3383,0.9998,0.001
0.88016,0.75313,0.089231,1,3,2,1,3,0.32097,0.0032,0.9
0.72857,0.67259,0.19669,1,1,2,1,1,0.45914,0.0021,0.379
0.029998,0.69261,0.21821,1,2,1,2,3,0.45908,0.9998,0.076
0.62139,0.72795,0.60899,2,1,3,3,2,0.29802,0.1704,0.001
0.88592,0.79587,0.44249,1,2,3,2,3,0.40682,0.001,0.404
0.46559,0.42829,0.59142,3,1,2,2,1,0.3905,0.9998,0.001
0.76332,0.32426,0.89774,2,1,3,2,1,0.35362,0.0109,0.004
0.97104,0.86486,0.92307,1,2,1,1,3,0.34112,0.0021,0.81
0.079561,0.81281,0.51373,2,2,3,3,2,0.26117,0.9998,0.03
0.17859,0.71839,0.97473,3,3,3,2,1,0.46377,0.1814,0.173
0.44495,0.54584,0.42099,2,1,1,3,1,0.40332,0.9998,0.001
0.15553,0.51389,0.7372,1,1,3,3,3,0.30061,0.7974,0.001
0.65102,0.71933,0.29798,2,3,2,3,3,0.48288,0.6775,0.089
0.63354,0.49842,0.30339,3,2,1,1,1,0.44567,0.1066,0.252
0.95332,0.4813,0.92379,3,3,2,3,3,0.37778,0.0098,0.18
0.4769,0.48871,0.58883,2,1,3,2,2,0.48485,0.0989,0.003
0.84967,0.88758,0.12843,3,3,2,2,2,0.1264,0.0164,0.725
0.32993,0.62644,0.87107,2,3,3,1,2,0.47682,0.0142,0.71
0.16748,0.97582,0.41126,2,3,3,1,2,0.43297,0.0307,0.845
0.59497,0.69501,0.68415,3,3,2,1,3,0.31301,0.0186,0.819
0.93241,0.61242,0.7586,3,3,2,1,1,0.2057,0.001,0.9
0.88813,0.50306,0.91882,3,3,3,3,1,0.49354,0.0043,0.196
0.27124,0.72936,0.92248,2,3,2,1,3,0.13031,0.0923,0.738
0.77075,0.37384,0.079809,2,3,2,2,2,0.47914,0.0065,0.448
0.91611,0.69318,0.59066,3,2,1,2,3,0.17476,0.9998,0.08
0.30252,0.39589,0.61769,1,1,2,3,2,0.27284,0.9998,0.001
0.21645,0.91853,0.44708,3,1,3,2,3,0.44711,0.1946,0.008
0.16659,0.69504,0.57263,2,3,2,3,1,0.43727,0.9998,0.056
0.52238,0.69381,0.74623,2,2,1,2,3,0.32912,0.9998,0.056
0.7981,0.94631,0.77124,3,3,2,3,2,0.13472,0.5532,0.144
0.58608,0.82931,0.06309,3,3,2,1,3,0.20673,0.0285,0.9
0.49627,0.36592,0.86971,3,3,3,2,1,0.053522,0.0439,0.31
0.48066,0.74541,0.25508,2,2,1,3,2,0.052109,0.9998,0.074
0.26717,0.53086,0.28215,2,2,1,1,3,0.35552,0.9998,0.144
0.089129,0.93704,0.14441,1,1,1,1,3,0.33736,0.9998,0.088
0.88287,0.34877,0.59461,1,1,2,1,1,0.17033,0.001,0.261
0.74875,0.32528,0.97978,3,2,1,2,1,0.25278,0.9998,0.022
0.32466,0.75065,0.72531,2,2,2,2,1,0.013087,0.8942,0.194
0.21454,0.55248,0.68653,2,2,1,1,2,0.38553,0.9998,0.12
0.30926,0.61924,0.33392,2,1,1,1,2,0.071673,0.9998,0.073
0.19718,0.39669,0.57221,1,2,3,3,3,0.051736,0.9998,0.024
0.2528,0.86832,0.42631,3,3,3,3,3,0.43462,0.5081,0.11
0.28897,0.53793,0.6587,1,3,1,1,2,0.18592,0.9998,0.249
0.1937,0.32771,0.39316,3,3,1,3,1,0.37106,0.9998,0.031
0.36546,0.97703,0.0033806,3,2,1,3,1,0.2107,0.4025,0.448
0.08067,0.82346,0.018246,3,1,1,3,3,0.040409,0.9998,0.071
0.57306,0.42483,0.52848,1,3,1,1,3,0.47478,0.3134,0.21
0.91919,0.67146,0.21856,3,1,3,2,2,0.14286,0.001,0.074
0.24048,0.68883,0.062097,1,1,2,3,2,0.053273,0.9998,0.01
0.25458,0.50865,0.60546,2,3,1,3,2,0.071949,0.9998,0.086
0.72531,0.92899,0.19323,1,1,1,1,3,0.15496,0.0406,0.338
0.85831,0.63668,0.15642,1,1,1,2,2,0.16165,0.9998,0.01
0.7758,0.7168,0.99024,2,3,3,3,1,0.0078095,0.0659,0.346
0.06737,0.85665,0.27665,3,1,3,2,2,0.016765,0.1726,0.047
0.38947,0.48694,0.03584,3,3,1,1,2,0.19097,0.0989,0.638
0.23829,0.42922,0.77633,2,1,1,1,2,0.42105,0.9998,0.011
0.1304,0.81816,0.92853,2,1,2,3,1,0.18366,0.9998,0.001
0.25304,0.79222,0.76693,1,1,3,2,1,0.24273,0.3145,0.004
0.92088,0.84303,0.9201,3,2,1,3,1,0.1126,0.9998,0.03
0.15976,0.94434,0.11105,2,2,3,1,1,0.036263,0.0395,0.9
0.20322,0.38515,0.31215,3,3,2,3,2,0.4746,0.9998,0.038
0.35276,0.44635,0.20249,2,2,3,3,1,0.44867,0.1825,0.036
0.90853,0.76511,0.064394,3,2,3,1,2,0.076813,0.001,0.9
0.31232,0.90291,0.97989,3,2,1,1,2,0.17998,0.9998,0.265
0.52529,0.31997,0.30342,2,2,1,3,2,0.42122,0.9998,0.011
0.33462,0.78912,0.94801,1,2,2,2,1,0.13782,0.9998,0.079
0.96036,0.47921,0.36608,1,3,3,1,1,0.45247,0.001,0.9
0.70163,0.48923,0.056916,1,2,1,1,2,0.13902,0.0274,0.713
0.2323,0.65855,0.28207,1,1,3,2,1,0.42518,0.1242,0.01
0.46451,0.33705,0.60043,1,3,2,2,3,0.40145,0.4058,0.08
0.62088,0.49372,0.31265,1,3,3,2,2,0.3326,0.012,0.42
0.96997,0.94917,0.78519,3,3,2,1,2,0.38304,0.001,0.9
0.97986,0.60977,0.45579,2,2,2,3,2,0.48205,0.001,0.156
0.40035,0.3886,0.17629,2,1,3,3,3,0.22346,0.3255,0.001
0.093663,0.67269,0.76002,1,1,2,3,3,0.45397,0.9998,0.001
0.043558,0.71275,0.054862,3,2,1,1,2,0.31161,0.3365,0.399
0.073168,0.857,0.40545,1,3,2,2,1,0.44245,0.9998,0.145
0.67538,0.50198,0.09678,1,1,3,3,2,0.37585,0.0164,0.009
0.41895,0.38744,0.96511,3,2,3,3,1,0.1077,0.8205,0.013
0.34053,0.71247,0.18416,3,2,3,3,2,0.32388,0.155,0.081
0.76628,0.94234,0.75464,3,1,3,2,1,0.22622,0.0076,0.021
0.81802,0.75601,0.80933,3,1,2,3,3,0.0031122,0.9998,0.001
0.80084,0.41006,0.67294,1,3,3,1,3,0.38276,0.001,0.9
0.51335,0.67726,0.54277,3,3,2,1,1,0.25103,0.0241,0.779
0.50049,0.69087,0.56679,1,1,3,2,2,0.22615,0.0549,0.011
0.50888,0.73685,0.90835,3,1,2,3,1,0.18556,0.9998,0.001
0.37288,0.48078,0.31421,3,1,2,1,3,0.26942,0.023,0.149
0.56278,0.99012,0.36532,1,2,3,1,1,0.26501,0.0054,0.854
0.49669,0.91502,0.45448,2,2,3,1,2,0.49198,0.0065,0.771
0.11043,0.32527,0.7374,1,2,3,2,3,0.41894,0.2485,0.036
0.80871,0.80778,0.99743,2,1,1,2,1,0.047689,0.9998,0.004
0.523,0.74724,0.55465,3,3,3,3,1,0.46066,0.1715,0.109
0.3875,0.85091,0.015285,3,1,1,3,2,0.29006,0.9998,0.039
0.30551,0.96188,0.52875,1,3,1,2,3,0.22341,0.9998,0.224
0.75706,0.89525,0.42721,3,2,1,2,1,0.30483,0.9998,0.088
0.59305,0.6362,0.99114,1,2,1,3,1,0.19494,0.9998,0.016
0.6486,0.70616,0.85443,1,2,1,2,3,0.31567,0.9998,0.055
0.33328,0.98954,0.68181,1,2,3,3,1,0.17884,0.6555,0.041
0.85421,0.52313,0.75637,2,1,2,1,2,0.22933,0.001,0.27
0.14712,0.63294,0.35439,3,1,1,2,2,0.0599,0.9998,0.008
0.55072,0.66051,0.13574,3,2,2,1,2,0.29797,0.0098,0.782
0.85065,0.5322,0.51899,2,1,1,1,1,0.42457,0.0208,0.114
0.42718,0.57036,0.80647,2,2,1,1,1,0.45607,0.9998,0.105
0.58277,0.69959,0.021013,1,2,1,3,3,0.049123,0.9998,0.236
0.66342,0.3659,0.47813,3,2,1,2,3,0.061597,0.9998,0.063
0.5065,0.70306,0.044242,2,3,3,1,3,0.18369,0.0131,0.9
0.25228,0.37284,0.96606,2,2,3,1,1,0.34466,0.0153,0.33
0.41284,0.8394,0.86018,1,2,3,3,3,0.376,0.6621,0.023
0.61367,0.77478,0.1417,1,1,3,1,3,0.26478,0.0021,0.468
0.9127,0.30992,0.62927,1,3,2,2,3,0.043171,0.0043,0.561
0.14645,0.44269,0.049476,1,1,3,2,1,0.22547,0.0307,0.075
0.12673,0.82317,0.19571,3,2,2,1,2,0.22962,0.0593,0.653
0.90037,0.75235,0.64524,1,2,2,3,2,0.30974,0.0549,0.064
0.21394,0.95824,0.22248,1,3,3,1,2,0.014726,0.1308,0.9
0.699,0.57561,0.44943,3,3,2,1,3,0.32975,0.0087,0.854
